,Hindi,Kannada,devanagari_kannada
1670,"मणिपुर की रहने वाली बिजयशान्ति एक नये innovation के चलते ख़ूब चर्चा में है, उन्होंने कमल की नाल से धागा बनाने का start up शुरू किया है |","ಮಣಿಪುರದಲ್ಲಿ ವಾಸವಾಗಿರುವ ಬಿಜಯಶಾಂತಿ, ಹೊಸ ಆವಿಷ್ಕಾರಗಳನ್ನು ಅಳವಡಿಸಿಕೊಂಡು ಸುದ್ದಿಯಲ್ಲಿದ್ದಾರೆ. ಅವರು ಕಮಲದ ಹೂವಿನ ನಾಳದಿಂದ ದಾರವನ್ನು ಉತ್ಪಾದಿಸುವ `ಸ್ಟಾರ್ಟ್‍ಅಪ್’ ಆರಂಭಿಸಿದ್ದಾರೆ.","मणिपुरदल्लि वासवागिरुव बिजयशांति, हॊस आविष्कारगळन्नु अळवडिसिकॊंडु सुद्दियल्लिद्दारॆ. अवरु कमलद हूविन नाळदिंद दारवन्नु उत्पादिसुव `स्टार्ट्‍अप्’ आरंभिसिद्दारॆ."
1671,"आज, उनके innovation के चलते कमल की खेती और textile में एक नया ही रास्ता बन गया है |",ಇಂದು ಅವರ ಆವಿಷ್ಕಾರದಿಂದ ಕಮಲಪುಷ್ಪದ ಕೃಷಿ ಮತ್ತು ಜವಳಿ ಕ್ಷೇತ್ರದಲ್ಲಿ ಒಂದು ಹೊಸ ಪಥವೇ ನಿರ್ಮಾಣವಾಗಿದೆ.,इंदु अवर आविष्कारदिंद कमलपुष्पद कृषि मत्तु जवळि क्षेत्रदल्लि ऒंदु हॊस पथवे निर्माणवागिदॆ.
1672,"मेरे प्यारे देशवासियो, मैं आपको अतीत के एक हिस्से में ले जाना चाहता हूँ |","ನನ್ನ ಪ್ರೀತಿಯ ದೇಶವಾಸಿಗಳೇ, ನಾನು ನಿಮ್ಮನ್ನು ಸ್ವಲ್ಪ ಗತಕಾಲಕ್ಕೆ ಕರೆದುಕೊಂಡು ಹೋಗಲು ಇಚ್ಛಿಸುತ್ತೇನೆ.","नन्न प्रीतिय देशवासिगळे, नानु निम्मन्नु स्वल्प गतकालक्कॆ करॆदुकॊंडु होगलु इच्छिसुत्तेनॆ."
1673,एक-सौ-एक साल पुरानी बात है |,101 ವರ್ಷಗಳ ಹಿಂದಿನ ವಿಚಾರ. ,101 वर्षगळ हिंदिन विचार. 
1674,1919 का साल था |,1919 ವರ್ಷವಾಗಿತ್ತು.,1919 वर्षवागित्तु.
1675,अंग्रेजी हुकूमत ने जलियांवाला बाग़ में निर्दोष लोगों का कत्लेआम किया था |,ಜಲಿಯನ್ ವಾಲಾಬಾಗ್‍ನಲ್ಲಿ ಬ್ರಿಟಿಷರು ಅಮಾಯಕರನ್ನು ಹತ್ಯೆ ಮಾಡಿದರು.,जलियन् वालाबाग्‍नल्लि ब्रिटिषरु अमायकरन्नु हत्यॆ माडिदरु.
1676,इस नरसंहार के बाद एक बारह साल का लड़का उस घटनास्थल पर गया |,ಈ ನರಮೇಧದ ನಂತರ 12 ವರ್ಷದ ಓರ್ವ ಬಾಲಕ ಆ ಘಟನೆ ನಡೆದ ಸ್ಥಳಕ್ಕೆ ಹೋದ.,ई नरमेधद नंतर 12 वर्षद ओर्व बालक आ घटनॆ नडॆद स्थळक्कॆ होद.
1677,"वह खुशमिज़ाज और चंचल बालक, लेकिन, उसने जलियांवाला बाग में जो देखा, वह उसकी सोच के परे था |","ಸಾಮಾನ್ಯವಾಗಿ ಹರ್ಷಚಿತ್ತದ, ಚಂಚಲ ಮನಸ್ಸಿನ ಹುಡುಗ ಅಲ್ಲಿ ಏನನ್ನು ನೋಡಿದನೋ ಅದು ಅವನ ಆಲೋಚನೆಗೆ ಮೀರಿದ್ದಾಗಿತ್ತು. ","सामान्यवागि हर्षचित्तद, चंचल मनस्सिन हुडुग अल्लि एनन्नु नोडिदनो अदु अवन आलोचनॆगॆ मीरिद्दागित्तु. "
1678,"वह स्तब्ध था, यह सोचकर कि कोई भी इतना निर्दयी कैसे हो सकता है |",ಯಾರೇ ಆದರೂ ಇಷ್ಟೊಂದು ನಿರ್ದಯಿ ಆಗಿರಲು ಹೇಗೆ ಸಾಧ್ಯ? ಎಂಬ ಯೋಚನೆಯೊಂದಿಗೆಆ ಪುಟ್ಟ ಬಾಲಕ ಸ್ತಬ್ದನಾಗಿದ್ದ.,यारे आदरू इष्टॊंदु निर्दयि आगिरलु हेगॆ साध्य? ऎंब योचनॆयॊंदिगॆआ पुट्ट बालक स्तब्दनागिद्द.
1679,वह मासूम गुस्से की आग में जलने लगा था |,ಅವನು ಮುಗ್ಧ ಕೋಪದ ಬೆಂಕಿಯಲ್ಲಿ ಬೇಯುತ್ತಿದ್ದ.,अवनु मुग्ध कोपद बॆंकियल्लि बेयुत्तिद्द.
1680,उसी जलियांवाला बाग़ में उसने अंग्रेजी शासन के खिलाफ़ लड़ने की कसम खायी |,ಅದೇ ಜಲಿಯನ್ ವಾಲಾಬಾಗ್‍ನಲ್ಲಿ ಅವನು ಬ್ರಿಟಿಷ್ ಶಾಸನದ ವಿರುದ್ಧ ಹೋರಾಡುವ ಪ್ರತಿಜ್ಞೆ ಮಾಡಿದ.,अदे जलियन् वालाबाग्‍नल्लि अवनु ब्रिटिष् शासनद विरुद्ध होराडुव प्रतिज्ञॆ माडिद.
1681,क्या आपको पता चला कि मैं किसकी बात कर रहा हूँ?,"ನಿಮಗೆ ಗೊತ್ತಾಯಿತೇ, ನಾನು ಯಾರ ಬಗ್ಗೆ ಹೇಳುತ್ತಿದ್ದೇನೆ ಎಂದು?","निमगॆ गॊत्तायिते, नानु यार बग्गॆ हेळुत्तिद्देनॆ ऎंदु?"
1682,"हाँ! मैं, शहीद वीर भगतसिंह की बात कर रहा हूँ |",ಹೌದು; ನಾನು ಹುತಾತ್ಮ ವೀರಯೋಧ ಭಗತ್‍ಸಿಂಗ್ ಬಗ್ಗೆಯೇ ಹೇಳುತ್ತಿರುವುದು.,हौदु; नानु हुतात्म वीरयोध भगत्‍सिंग् बग्गॆये हेळुत्तिरुवुदु.
1683,"कल, 28 सितम्बर को हम शहीद वीर भगतसिंह की जयन्ती मनायेंगे |",ನಾಳೆ 28ನೇ ಸೆಪ್ಟೆಂಬರ್‍ದಂದು ನಾವು ವೀರಯೋಧ ಭಗತ್‍ಸಿಂಗ್ ಜಯಂತಿಯನ್ನು ಆಚರಿಸುತ್ತಿದ್ದೇವೆ.,नाळॆ 28ने सॆप्टॆंबर्‍दंदु नावु वीरयोध भगत्‍सिंग् जयंतियन्नु आचरिसुत्तिद्देवॆ.
1684,"मैं, समस्त देशवासियों के साथ साहस और वीरता की प्रतिमूर्ति शहीद वीर भगतसिंह को नमन करता हूँ |",ನಾನು ಸಮಸ್ತ ದೇಶವಾಸಿಗಳೊಂದಿಗೆ ಸಾಹಸ ಮತ್ತು ಶೌರ್ಯದ ಪ್ರತಿಮೂರ್ತಿ ಹುತಾತ್ಮವೀರ ಭಗತ್‍ಸಿಂಗ್‍ಗೆ ನಮಿಸುತ್ತೇನೆ.,नानु समस्त देशवासिगळॊंदिगॆ साहस मत्तु शौर्यद प्रतिमूर्ति हुतात्मवीर भगत्‍सिंग्‍गॆ नमिसुत्तेनॆ.
1685,"क्या आप कल्पना कर सकते हैं, एक हुकूमत, जिसका दुनिया के इतने बड़े हिस्से पर शासन था, इसके बारे में कहा जाता था कि उनके शासन में सूर्य कभी अस्त नहीं होता |इतनी ताकतवर हुकूमत, एक 23 साल के युवक से भयभीत हो गयी थी |","ನಿಮಗೆ ಕಲ್ಪನೆ ಇದೆಯೇ? ಒಂದು ಸಾಮ್ರಾಜ್ಯಶಾಹಿ ಆಡಳಿತ; ಯಾವುದು ಪ್ರಪಂಚದ ಒಂದು ದೊಡ್ಡ ಭಾಗವನ್ನು ಆಳುತ್ತಿತ್ತೋ; ಯಾವುದರ ಬಗ್ಗೆ ಜನರು `ಸೂರ್ಯ ಮುಳುಗದ ಸಂಸ್ಥಾನ’ ಎಂದು ಮಾತಾಡಿಕೊಳ್ಳುತ್ತಿದ್ದಾರೋ, ಅಂತಹ ಶಕ್ತಿಶಾಲಿ ಬ್ರಿಟಿಷ್ ಸಂಸ್ಥಾನ ಒಬ್ಬ 23 ವರ್ಷದ ಯುವಕನ ಬಗ್ಗೆ ಭಯಭೀತವಾಗಿತ್ತು ಎಂದು!","निमगॆ कल्पनॆ इदॆये? ऒंदु साम्राज्यशाहि आडळित; यावुदु प्रपंचद ऒंदु दॊड्ड भागवन्नु आळुत्तित्तो; यावुदर बग्गॆ जनरु `सूर्य मुळुगद संस्थान’ ऎंदु माताडिकॊळ्ळुत्तिद्दारो, अंतह शक्तिशालि ब्रिटिष् संस्थान ऒब्ब 23 वर्षद युवकन बग्गॆ भयभीतवागित्तु ऎंदु!"
1686,"शहीद भगतसिंह पराक्रमी होने के साथ-साथ विद्वान भी थे, चिन्तक थे |","ಹುತಾತ್ಮ ಭಗತ್‍ಸಿಂಗ್ ಪರಾಕ್ರಮಿಯಾಗಿದ್ದರ ಜೊತೆಗೆ ವಿದ್ವಾಂಸರೂ, ಚಿಂತಕರೂ ಆಗಿದ್ದರು.","हुतात्म भगत्‍सिंग् पराक्रमियागिद्दर जॊतॆगॆ विद्वांसरू, चिंतकरू आगिद्दरु."
1687,"अपने जीवन की चिंता किये बगैर भगतसिंह और उनके क्रांतिवीर साथियों ने ऐसे साहसिक कार्यों को अंजाम दिया, जिनका देश की आज़ादी में बहुत बड़ा योगदान रहा |","ತನ್ನ ಸ್ವಂತಜೀವನದ ಬಗ್ಗೆ ಲೆಕ್ಕಿಸದೆ ಭಗತ್‍ಸಿಂಗ್ ಮತ್ತು ಅವರ ಸಹಚರರು ಎಂತಹ ಸಾಹಸ ಕಾರ್ಯಕ್ಕೆ ಆರಂಭ ಕೊಟ್ಟರೆಂದರೆ, ಅದು ದೇಶದ ಸ್ವಾತಂತ್ರ್ಯ ಸಂಗ್ರಾಮಕ್ಕೆ ದೊಡ್ಡ ಯೋಗದಾನವಾಯಿತು.","तन्न स्वंतजीवनद बग्गॆ लॆक्किसदॆ भगत्‍सिंग् मत्तु अवर सहचररु ऎंतह साहस कार्यक्कॆ आरंभ कॊट्टरॆंदरॆ, अदु देशद स्वातंत्र्य संग्रामक्कॆ दॊड्ड योगदानवायितु."
1688,शहीद वीर भगतसिंह के जीवन का एक और खूबसूरत पहलू यह है कि वे team work के महत्व को बख़ूबी समझते थे |,"ಹುತಾತ್ಮ ಭಗತ್‍ಸಿಂಗ್‍ರ ಇನ್ನೊಂದು ಸುಂದರ ವಿಷಯವೆಂದರೆ, ಒಂದು ತಂಡವಾಗಿ ಕೆಲಸ ಮಾಡುವಲ್ಲಿ ಅವರು ಇಟ್ಟಿರುವ ನಂಬಿಕೆ.","हुतात्म भगत्‍सिंग्‍र इन्नॊंदु सुंदर विषयवॆंदरॆ, ऒंदु तंडवागि कॆलस माडुवल्लि अवरु इट्टिरुव नंबिकॆ."
1689,"लाला लाजपतराय के प्रति उनका समर्पण हो या फिर चंद्रशेखर आज़ाद, सुखदेव, राजगुरु समेत क्रांतिकारियों के साथ उनका जुड़ाव, उनके लिये, कभी व्यक्तिगत गौरव, महत्वपूर्ण नहीं रहा |","ಸಾಮೂಹಿಕ ಪ್ರಯತ್ನದಲ್ಲಿ ಇರುವ ಶಕ್ತಿಯನ್ನು ಅವರು ಮನಗಂಡಿದ್ದರು. ಲಾಲಾ ಲಜಪತ್‍ರಾಯ್ ಬಗೆಗೆ ಅವರ ಸಮರ್ಪಣಾ ಭಾವ; ಚಂದ್ರಶೇಖರ ಅಜಾದ್, ಸುಖದೇವ್, ರಾಜಗುರು ಅವರಂಥ ಕ್ರಾಂತಿಕಾರಿಗಳೊಂದಿಗಿನ ಅವರ ಒಡನಾಟ. ಅವರಿಗೆ ವ್ಯಕ್ತಿಗತ ಗೌರವ ಮುಖ್ಯವಾಗಿರಲಿಲ್ಲ.","सामूहिक प्रयत्नदल्लि इरुव शक्तियन्नु अवरु मनगंडिद्दरु. लाला लजपत्‍राय् बगॆगॆ अवर समर्पणा भाव; चंद्रशेखर अजाद्, सुखदेव्, राजगुरु अवरंथ क्रांतिकारिगळॊंदिगिन अवर ऒडनाट. अवरिगॆ व्यक्तिगत गौरव मुख्यवागिरलिल्ल."
