,Kannada,Sanskrit,devanagari_kannada
1562,ಭಾರತದೊಂದಿಗೆ ಅವರ ಗಾಢಸಂಬಂಧ ಏರ್ಪಡಲು ಒಂದು ಕಾರಣವೂ ಇದೆ. ಅದೇನೆಂದರೆ ಸೇದೂಜಿ ಅವರ ಜನ್ಮವೂ 15ನೇ ಆಗಸ್ಟ್‍ನಲ್ಲಿ ಆಯಿತು. ಸೇದೂಜೀ ಅವರು ಎರಡು ಗಂಟೆ ಅವಧಿಯ ಮತ್ತೊಂದು ಕಾರ್ಯಕ್ರಮವನ್ನು ಪ್ರತಿ ಭಾನುವಾರ ರಾತ್ರಿ 9 ಗಂಟೆಯಿಂದ ಆರಂಭಿಸಿದ್ದಾರೆ. ಇದರಲ್ಲಿ ಅವರು ಒಂದು ಬಾಲಿವುಡ್ ಚಲನಚಿತ್ರದ ಇಡೀ ಕಥೆಯನ್ನು ಫ್ರೆಂಚ್ ಮತ್ತು ಬಂಬಾರಾ ಭಾಷೆಯಲ್ಲಿ ಶ್ರೋತೃಗಳಿಗೆ ಕೇಳಿಸುತ್ತಾರೆ.,"भारतेन साकं तस्य गहन-संयुतेः अपरमेकं कारणं,यत् तस्य जन्म अपि ऑगस्ट्मासे पञ्चदशदिने अभवत् I सेदू-वर्यः द्विहोरात्मकम् अपरमेकं कार्यक्रमं सम्प्रति प्रतिरविवारं रात्रौ नववादने आरभत, यस्मिन् बॉलीवुड्-इत्यस्य पूर्ण-चलचित्रस्य कथां फ्रान्स्-भाषया बमबारा-इत्यनया च श्रावयति।",भारतदॊंदिगॆ अवर गाढसंबंध एर्पडलु ऒंदु कारणवू इदॆ. अदेनॆंदरॆ सेदूजि अवर जन्मवू 15ने आगस्ट्‍नल्लि आयितु. सेदूजी अवरु ऎरडु गंटॆ अवधिय मत्तॊंदु कार्यक्रमवन्नु प्रति भानुवार रात्रि 9 गंटॆयिंद आरंभिसिद्दारॆ. इदरल्लि अवरु ऒंदु बालिवुड् चलनचित्रद इडी कथॆयन्नु फ्रॆंच् मत्तु बंबारा भाषॆयल्लि श्रोतृगळिगॆ केळिसुत्तारॆ.
1563,"ಒಮ್ಮೊಮ್ಮೆ ಕೆಲವು ಭಾವನಾತ್ಮಕ ದೃಶ್ಯಗಳ ಕುರಿತು ಹೇಳುವ ಸಮಯದಲ್ಲಿ, ಶ್ರೋತೃಗಳೊಂದಿಗೆ ಅವರೂ ಭಾವಪರವಶರಾಗಿ ಅತ್ತಿದ್ದೂ ಉಂಟು.","कदाचित् कस्यचित् भावात्मक-दृश्यस्य विषये भाषमाणः सः स्वयमपि, तस्य श्रोतारश्चापि युगपदेव रुदन्ति।","ऒम्मॊम्मॆ कॆलवु भावनात्मक दृश्यगळ कुरितु हेळुव समयदल्लि, श्रोतृगळॊंदिगॆ अवरू भावपरवशरागि अत्तिद्दू उंटु."
1564,ಸೇದೂಜೀ ಅವರ ತಂದೆಯವರೂ ಕೂಡ ಭಾರತೀಯ ಸಂಸ್ಕøತಿಯೊಂದಿಗೆ ತಮ್ಮನ್ನು ಗುರುತಿಸಿಕೊಂಡಿರುವವರೇ.,सेदू-वर्यस्य जनकः एव भारतीयसंस्कृतेः विषये तं प्राबोधयत्।,सेदूजी अवर तंदॆयवरू कूड भारतीय संस्कøतियॊंदिगॆ तम्मन्नु गुरुतिसिकॊंडिरुववरे.
1565,ಅವರ ತಂದೆ ಸಿನಿಮಾ ಹಾಗೂ ರಂಗಭೂಮಿಯಲ್ಲಿ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದರು ಮತ್ತು ಅಲ್ಲಿ ಭಾರತೀಯ ಚಲನಚಿತ್ರಗಳನ್ನೂ ಪ್ರದರ್ಶಿಸಲಾಗುತ್ತಿತ್ತು.,"तस्य जनकः, चलचित्र-प्रेक्षागृहे कार्यनिरतः आसीत् यत्र भारतीयानि चलचित्राणि प्रदर्श्यन्ते स्म।",अवर तंदॆ सिनिमा हागू रंगभूमियल्लि कॆलस माडुत्तिद्दरु मत्तु अल्लि भारतीय चलनचित्रगळन्नू प्रदर्शिसलागुत्तित्तु.
1566,ಈ 15ನೇ ಆಗಸ್ಟ್‍ರಂದು ಅವರು ಒಂದು ವೀಡಿಯೋ ಮೂಲಕ ಭಾರತೀಯರಿಗೆ ಸ್ವಾತಂತ್ರ್ಯ ದಿನಾಚರಣೆಯ ಶುಭಹಾರೈಕೆಯನ್ನು ಹಿಂದಿಯಲ್ಲಿ ತಿಳಿಸಿದ್ದರು.,ऐषमः ऑगस्ट्मासे पञ्चदशदिने सः हिन्दीभाषायां दृश्याङ्कनं विधाय भारतीयानां कृते स्वतन्त्रतादिवसस्य शुभकामनाः व्याहरत्।,ई 15ने आगस्ट्‍रंदु अवरु ऒंदु वीडियो मूलक भारतीयरिगॆ स्वातंत्र्य दिनाचरणॆय शुभहारैकॆयन्नु हिंदियल्लि तिळिसिद्दरु.
1567,ಇಂದು ಅವರ ಮಕ್ಕಳು ಭಾರತದ ರಾಷ್ಟ್ರಗೀತೆಯನ್ನು ಬಹಳ ಸಲೀಸಾಗಿ ಹಾಡುತ್ತಾರೆ.,"अद्य, तस्य बालाः भारतस्य राष्ट्रगानम् सरलतया गायन्ति।",इंदु अवर मक्कळु भारतद राष्ट्रगीतॆयन्नु बहळ सलीसागि हाडुत्तारॆ.
1568,ನೀವು ಈ ಎರಡೂ ವೀಡಿಯೋಗಳನ್ನು ತಪ್ಪದೆ ನೋಡಿ. ಅವರ ಭಾರತಪ್ರೇಮದ ಅನುಭವವನ್ನು ಸ್ವತಃ ಕಂಡುಕೊಳ್ಳಿ.,"भवन्तः एतद्-दृश्याङ्कनपटलद्वयम् अवश्यम् अवलोकयन्तु, तथा च तस्य भारतप्रेमाणम् अवश्यम् अनुभवन्तु।",नीवु ई ऎरडू वीडियोगळन्नु तप्पदॆ नोडि. अवर भारतप्रेमद अनुभववन्नु स्वतः कंडुकॊळ्ळि.
1569,"ಸೇದೂ ಅವರು ನಿಯೋಗವೊಂದರ ಭಾಗವಾಗಿ ಕುಂಭಮೇಳದಲ್ಲಿ ಪಾಲ್ಗೊಂಡಿದ್ದಾಗ, ನಾನು ಅವರನ್ನು ಭೇಟಿ ಮಾಡಿದೆ. ಭಾರತ ಕುರಿತ ಈ ಬಗೆಯ ಅವರ ಅಭಿಮಾನ, ಸ್ನೇಹ ಮತ್ತು ಪ್ರೀತಿ ನಿಜಕ್ಕೂ ನಮಗೆಲ್ಲಾ ಹೆಮ್ಮೆ ತರುವ ವಿಷಯ.","सेदू-वर्यः यदा कुम्भमेलकं आगच्छत्, तस्मिन् समये तत्-प्रतिनिधिमण्डलस्य सदस्यत्वेन आसीत्तदा तमहम् अमिलम्, भारतस्य कृते तस्य एवंप्रकारिका संसक्तिः, स्नेहः, प्रेमा च वस्तुतस्तु अस्माकं सर्वेषां कृते गर्वविषयः अस्ति।","सेदू अवरु नियोगवॊंदर भागवागि कुंभमेळदल्लि पाल्गॊंडिद्दाग, नानु अवरन्नु भेटि माडिदॆ. भारत कुरित ई बगॆय अवर अभिमान, स्नेह मत्तु प्रीति निजक्कू नमगॆल्ला हॆम्मॆ तरुव विषय."
1570,"ನನ್ನ ಪ್ರೀತಿಯ ದೇಶವಾಸಿಗಳೇ, ನಮ್ಮಲ್ಲಿ ಒಂದು ನಾಣ್ಣುಡಿಯಿದೆ. `ಯಾರು ಭೂಮಿಯ ಜೊತೆ ಗಾಢಸಂಬಂಧ ಹೊಂದಿರುತ್ತಾರೋ, ಅವರು ದೊಡ್ಡ ದೊಡ್ಡ ಚಂಡಮಾರುತದ ಕಾಲದಲ್ಲೂ ಅಷ್ಟೇ ನಿಶ್ಚಲರಾಗಿರುತ್ತಾರೆ ಎಂದು.","मम प्रियाः देशवासिनः अस्माकं देशे प्रोच्यते यत् यो भूम्याः यावत् सम्पृक्तो विद्यते, सः प्रबलेsपि चक्रवाते तावत् दार्ढ्येन स्थास्यति।","नन्न प्रीतिय देशवासिगळे, नम्मल्लि ऒंदु नाण्णुडियिदॆ. `यारु भूमिय जॊतॆ गाढसंबंध हॊंदिरुत्तारो, अवरु दॊड्ड दॊड्ड चंडमारुतद कालदल्लू अष्टे निश्चलरागिरुत्तारॆ ऎंदु."
1571,"ಕೊರೊನಾಸಂಕಷ್ಟದ ಈ ಸಮಯದಲ್ಲಿ ನಮ್ಮ ಕೃಷಿ ಕ್ಷೇತ್ರ, ನಮ್ಮ ಕೃಷಿಕರು ಇದಕ್ಕೆ ಜೀವಂತ ಉದಾಹರಣೆ.",कोरोना-महामार्याः अस्मिन् कठिने समये अपि अस्माकं कृषिक्षेत्रम् अस्माकं कृषकाश्च अस्योदारहणरूपाः विद्यन्ते।,"कॊरॊनासंकष्टद ई समयदल्लि नम्म कृषि क्षेत्र, नम्म कृषिकरु इदक्कॆ जीवंत उदाहरणॆ."
1572,ಸಂಕಷ್ಟದ ಈ ಕಾಲದಲ್ಲೂ ಸಹ ನಮ್ಮ ದೇಶದಲ್ಲಿ ಕೃಷಿಕ್ಷೇತ್ರ ಮತ್ತೆ ತನ್ನ ಶಕ್ತಿಯನ್ನು ಪ್ರದರ್ಶಿಸಿದೆ.,सङ्कटस्य अस्मिन् काले अस्माकं देशस्य कृषिक्षेत्रेण पुनरपि निजशक्तिः प्रदर्शिता।,संकष्टद ई कालदल्लू सह नम्म देशदल्लि कृषिक्षेत्र मत्तॆ तन्न शक्तियन्नु प्रदर्शिसिदॆ.
1573,"ಬಾಂಧವರೇ, ದೇಶದ ಕೃಷಿಕ್ಷೇತ್ರ, ನಮ್ಮ ರೈತರು, ನಮ್ಮ ಹಳ್ಳಿಗಳು ಸ್ವಾವಲಂಬಿ ಭಾರತದ ಆಧಾರವಾಗಿದೆ.","सखायः, देशस्य कृषिक्षेत्रम्, अस्माकं कृषकाः, अस्माकं ग्रामाश्च आत्मनिर्भर-भारतस्य आधाररूपाः।","बांधवरे, देशद कृषिक्षेत्र, नम्म रैतरु, नम्म हळ्ळिगळु स्वावलंबि भारतद आधारवागिदॆ."
1574,ಪುಣೆ ಮತ್ತು ಮುಂಬಯಿಯಲ್ಲಿ ರೈತರೇ ವಾರದ ಸಂತೆಯನ್ನು ಖುದ್ದಾಗಿ ನಡೆಸುತ್ತಿದ್ದಾರೆ.,एते प्रबलाः भविष्यन्ति चेत् आत्मनिर्भरभारतस्य आधारसंरचना सबला भविष्यति।,पुणॆ मत्तु मुंबयियल्लि रैतरे वारद संतॆयन्नु खुद्दागि नडॆसुत्तिद्दारॆ.
1575,ಕಳೆದ ಕೆಲಸಮಯದಲ್ಲಿ ಈ ಕ್ಷೇತ್ರಗಳು ತಮ್ಮನ್ನು ತಾವು ಅನೇಕ ಬಂಧನಗಳಿಂದ ಮುಕ್ತವಾಗಿಸಿಕೊಂಡು ಸ್ವತಂತ್ರವಾಗಿದೆ. ಅನೇಕ ಮಿಥ್ಯೆಗಳನ್ನು ಮುರಿಯುವ ಪ್ರಯತ್ನಗಳನ್ನು ಮಾಡಿದೆ.,"विगते समये एतैः आत्मानं नैकेभ्यो बन्धनेभ्यो मुक्तिः प्रदत्ता, विविधाः भ्रान्त-धारणाः त्रोटयितुं प्रयासाः विहिताः।",कळॆद कॆलसमयदल्लि ई क्षेत्रगळु तम्मन्नु तावु अनेक बंधनगळिंद मुक्तवागिसिकॊंडु स्वतंत्रवागिदॆ. अनेक मिथ्यॆगळन्नु मुरियुव प्रयत्नगळन्नु माडिदॆ.
1576,"ನಾನು ಹಲವಾರು ರೈತರ ಸಂಘಟನೆಗಳೊಂದಿಗೆ ಸಂವಾದ ಮಾಡಿರುತ್ತೇನೆ. ಆಗ ಅವರು, ಹೇಗೆ ಕೃಷಿಯಲ್ಲಿ ಹೊಸ ಹೊಸ ಆಯಾಮಗಳನ್ನು ಅಳವಡಿಸಲಾಗುತ್ತಿದೆ? ಹೇಗೆ ಬೇಸಾಯದಲ್ಲಿ ಪರಿವರ್ತನೆಗಳು ಆಗುತ್ತಿವೆ ಎಂದು ಹೇಳುತ್ತಾರೆ.","मया नैकेषां कृषकाणां पत्राणि प्राप्यन्ते, कृषक-सङ्घटनैः साकं संवादो विधीयते, ये कथयन्ति यत् कृषिक्षेत्रे नूतनायामाः उपयुज्यन्तेकथं कृषिकर्मणि परिवर्तनानि जायन्ते?","नानु हलवारु रैतर संघटनॆगळॊंदिगॆ संवाद माडिरुत्तेनॆ. आग अवरु, हेगॆ कृषियल्लि हॊस हॊस आयामगळन्नु अळवडिसलागुत्तिदॆ? हेगॆ बेसायदल्लि परिवर्तनॆगळु आगुत्तिवॆ ऎंदु हेळुत्तारॆ."
